filename,non_vulnerable_present,non_vulnerable_nearby,vulnerable_present,vulnerable_nearby,crowded_critical
001739.txt,1,0,0,0,0
001740.txt,1,0,0,0,0
001741.txt,1,1,0,0,1
001742.txt,1,0,0,0,0
001743.txt,1,1,0,0,0
001744.txt,1,0,0,0,0
001745.txt,1,1,0,0,0
001746.txt,1,1,0,0,1
001747.txt,1,0,0,0,0
001748.txt,1,0,1,0,0
001749.txt,1,0,0,0,0
001750.txt,1,0,1,0,0
001751.txt,1,1,0,0,0
001752.txt,1,0,0,0,0
001753.txt,1,1,0,0,0
001754.txt,1,1,0,0,0
001755.txt,1,0,1,0,0
001756.txt,1,0,0,0,0
001757.txt,1,0,0,0,0
001758.txt,0,0,1,1,0
001759.txt,1,1,0,0,0
001760.txt,1,0,1,0,0
001761.txt,1,0,0,0,0
001762.txt,1,0,1,0,0
001763.txt,1,0,1,1,0
001764.txt,1,0,0,0,0
001765.txt,1,1,0,0,1
001766.txt,1,0,1,0,0
001767.txt,1,1,0,0,0
001768.txt,1,0,0,0,0
001769.txt,1,1,0,0,0
001770.txt,1,1,1,0,0
001771.txt,1,1,0,0,0
001772.txt,1,1,0,0,0
001773.txt,1,0,0,0,0
001774.txt,1,0,1,1,0
001775.txt,1,0,0,0,0
001776.txt,1,0,1,1,1
001777.txt,0,0,1,1,0
001778.txt,1,1,0,0,1
001779.txt,1,1,1,0,0
001780.txt,1,1,0,0,1
001781.txt,1,1,0,0,0
001782.txt,0,0,1,1,0
001783.txt,1,0,0,0,0
001784.txt,1,1,0,0,0
001785.txt,1,0,1,1,1
001786.txt,1,0,1,0,0
001787.txt,1,0,1,1,0
001788.txt,1,1,1,1,1
001789.txt,1,0,0,0,0
001790.txt,0,0,1,1,0
001791.txt,1,0,0,0,0
001792.txt,1,1,1,1,0
001793.txt,1,0,0,0,0
001794.txt,1,1,0,0,0
001795.txt,1,0,1,1,0
001796.txt,1,1,1,1,0
001797.txt,1,1,0,0,0
001798.txt,1,0,0,0,0
001799.txt,1,0,0,0,0
001800.txt,1,0,0,0,0
001801.txt,1,1,0,0,1
001802.txt,1,0,0,0,0
001803.txt,1,0,0,0,0
001804.txt,0,0,1,1,0
001805.txt,1,1,0,0,0
001806.txt,1,1,0,0,0
001807.txt,1,0,0,0,0
001808.txt,1,0,0,0,0
001809.txt,1,0,0,0,0
001810.txt,1,0,0,0,0
001811.txt,1,1,1,1,0
001812.txt,1,1,0,0,0
001813.txt,1,0,0,0,0
001814.txt,1,0,1,0,0
001815.txt,1,1,0,0,0
001816.txt,1,0,0,0,0
001817.txt,0,0,1,1,0
001818.txt,1,0,0,0,0
001819.txt,0,0,1,1,0
001820.txt,1,1,0,0,0
001821.txt,1,1,0,0,0
001822.txt,1,0,1,1,0
001823.txt,1,0,0,0,0
001824.txt,1,0,1,0,0
001825.txt,1,1,0,0,0
001826.txt,1,0,0,0,0
001827.txt,1,1,1,0,0
001828.txt,1,0,0,0,0
001829.txt,1,0,0,0,0
001830.txt,0,0,1,0,0
001831.txt,1,0,0,0,0
001832.txt,1,1,0,0,0
001833.txt,1,1,0,0,0
001834.txt,1,0,0,0,0
001835.txt,0,0,1,1,0
001836.txt,1,1,0,0,0
001837.txt,1,0,1,0,0
001838.txt,1,1,0,0,0
001839.txt,1,1,0,0,0
001840.txt,1,1,0,0,0
001841.txt,1,0,0,0,0
001842.txt,1,0,0,0,0
001843.txt,1,1,0,0,0
001844.txt,1,1,0,0,0
001845.txt,1,0,0,0,0
001846.txt,0,0,1,1,0
001847.txt,1,0,0,0,0
001848.txt,1,1,1,1,0
001849.txt,1,1,1,0,1
001850.txt,1,1,0,0,0
001851.txt,1,0,0,0,0
001852.txt,1,1,0,0,0
001853.txt,1,1,1,1,0
001854.txt,1,0,0,0,0
001855.txt,1,0,0,0,0
001856.txt,1,1,0,0,0
001857.txt,1,0,0,0,0
001858.txt,1,1,0,0,0
001859.txt,1,1,0,0,0
001860.txt,1,1,0,0,0
001861.txt,1,1,0,0,0
001862.txt,1,1,0,0,0
001863.txt,1,0,0,0,0
001864.txt,0,0,1,1,0
001865.txt,1,0,0,0,0
001866.txt,1,0,0,0,0
001867.txt,1,1,0,0,0
001868.txt,1,1,0,0,0
001869.txt,1,0,0,0,0
001870.txt,1,1,1,1,1
001871.txt,1,0,0,0,0
001872.txt,1,1,0,0,1
001873.txt,0,0,1,0,0
001874.txt,1,1,1,0,0
001875.txt,1,1,0,0,0
001876.txt,1,0,0,0,0
001877.txt,1,0,1,0,0
001878.txt,1,1,1,0,0
001879.txt,1,0,1,0,0
001880.txt,1,0,1,0,0
001881.txt,1,0,1,0,0
001882.txt,1,1,0,0,0
001883.txt,1,0,0,0,0
001884.txt,1,0,0,0,0
001885.txt,1,0,0,0,0
001886.txt,1,0,0,0,0
001887.txt,1,1,0,0,0
001888.txt,0,0,1,0,0
001889.txt,0,0,0,0,0
001890.txt,0,0,0,0,0
001891.txt,1,1,0,0,1
001892.txt,0,0,0,0,0
001893.txt,1,1,0,0,0
001894.txt,1,0,0,0,0
001895.txt,1,0,1,1,0
001896.txt,1,0,0,0,0
001897.txt,1,1,1,1,0
001898.txt,1,1,0,0,0
001899.txt,0,0,0,0,0
001900.txt,0,0,0,0,0
001901.txt,1,0,0,0,0
001902.txt,0,0,1,1,0
001903.txt,1,0,0,0,0
001904.txt,1,1,0,0,0
001905.txt,1,1,0,0,0
001906.txt,1,0,0,0,0
001907.txt,1,0,0,0,0
001908.txt,1,1,0,0,1
001909.txt,1,1,0,0,1
001910.txt,0,0,1,1,0
001911.txt,0,0,1,1,0
001912.txt,1,0,1,0,0
001913.txt,0,0,0,0,0
001914.txt,1,0,0,0,0
001915.txt,0,0,1,1,0
001916.txt,1,1,1,1,1
001917.txt,1,1,0,0,0
001918.txt,1,0,1,0,0
001919.txt,1,1,0,0,0
001920.txt,0,0,1,0,0
001921.txt,1,1,1,1,1
001922.txt,1,0,0,0,0
001923.txt,0,0,1,1,0
001924.txt,1,1,0,0,0
001925.txt,1,0,0,0,0
001926.txt,1,1,1,1,1
001927.txt,1,1,0,0,0
001928.txt,1,1,0,0,0
001929.txt,1,1,0,0,1
001930.txt,1,0,0,0,0
001931.txt,1,0,1,1,1
001932.txt,1,0,0,0,0
001933.txt,0,0,0,0,0
001934.txt,1,0,0,0,0
001935.txt,1,0,0,0,0
001936.txt,1,0,0,0,0
001937.txt,1,1,0,0,0
001938.txt,1,1,0,0,1
001939.txt,1,1,0,0,0
001940.txt,1,0,1,0,0
001941.txt,1,1,0,0,1
001942.txt,1,1,0,0,0
001943.txt,1,0,0,0,0
001944.txt,1,0,0,0,0
001945.txt,1,0,1,0,0
001946.txt,1,0,1,1,0
001947.txt,1,1,0,0,0
001948.txt,1,1,1,0,0
001949.txt,1,0,0,0,0
001950.txt,0,0,0,0,0
001951.txt,1,1,1,0,0
001952.txt,1,0,0,0,0
001953.txt,1,0,0,0,0
001954.txt,1,1,0,0,0
001955.txt,1,1,0,0,1
001956.txt,1,0,0,0,0
001957.txt,1,0,1,0,0
001958.txt,0,0,1,1,0
001959.txt,1,1,0,0,0
001960.txt,1,0,0,0,0
001961.txt,1,0,0,0,0
001962.txt,1,0,1,0,0
001963.txt,1,1,1,0,0
001964.txt,1,1,1,0,1
001965.txt,1,1,0,0,0
001966.txt,1,1,0,0,0
001967.txt,1,1,0,0,0
001968.txt,1,0,0,0,0
001969.txt,1,1,0,0,1
001970.txt,0,0,1,1,0
001971.txt,0,0,1,1,1
001972.txt,1,0,1,1,1
001973.txt,1,0,0,0,0
001974.txt,1,0,1,0,0
001975.txt,0,0,0,0,0
001976.txt,1,1,0,0,0
001977.txt,1,1,0,0,1
001978.txt,1,0,0,0,0
001979.txt,1,1,1,0,0
001980.txt,1,0,0,0,0
001981.txt,1,0,1,1,0
001982.txt,0,0,1,1,0
001983.txt,1,0,0,0,0
001984.txt,0,0,1,1,0
001985.txt,1,1,0,0,0
001986.txt,1,1,0,0,0
001987.txt,1,0,0,0,0
001988.txt,1,0,1,1,1
001989.txt,1,0,0,0,0
001990.txt,1,0,0,0,0
001991.txt,1,1,0,0,0
001992.txt,1,1,1,1,1
001993.txt,1,0,0,0,0
001994.txt,0,0,1,1,0
001995.txt,1,0,0,0,0
001996.txt,1,1,0,0,0
001997.txt,1,0,1,1,0
001998.txt,0,0,1,1,1
001999.txt,1,1,1,0,1
002000.txt,1,0,1,0,0
002001.txt,1,1,0,0,0
002002.txt,1,1,0,0,0
002003.txt,1,1,1,0,0
002004.txt,1,0,0,0,0
002005.txt,0,0,1,1,0
002006.txt,1,0,1,0,0
002007.txt,0,0,1,1,1
002008.txt,1,1,1,0,0
002009.txt,1,1,0,0,0
002010.txt,1,0,0,0,0
002011.txt,1,0,0,0,0
002012.txt,1,0,0,0,0
002013.txt,1,0,0,0,0
002014.txt,1,0,1,0,0
002015.txt,0,0,1,1,1
002016.txt,1,0,1,0,0
002017.txt,1,1,1,0,0
002018.txt,1,1,0,0,0
002019.txt,1,0,0,0,0
002020.txt,1,1,0,0,1
002021.txt,1,0,0,0,0
002022.txt,1,0,0,0,0
002023.txt,0,0,1,1,0
002024.txt,1,1,1,1,1
002025.txt,1,0,1,0,0
002026.txt,1,0,0,0,0
002027.txt,1,0,0,0,0
002028.txt,1,1,0,0,0
002029.txt,1,0,0,0,0
002030.txt,0,0,1,1,0
002031.txt,1,0,0,0,0
002032.txt,0,0,0,0,0
002033.txt,1,1,0,0,0
002034.txt,1,1,0,0,0
002035.txt,1,1,1,0,0
002036.txt,1,0,1,1,0
002037.txt,1,0,0,0,0
002038.txt,1,0,0,0,0
002039.txt,1,1,0,0,0
002040.txt,1,0,0,0,0
002041.txt,1,1,0,0,1
002042.txt,0,0,1,1,1
002043.txt,1,0,0,0,0
002044.txt,1,1,0,0,1
002045.txt,1,1,1,0,0
002046.txt,1,0,0,0,0
002047.txt,1,1,0,0,0
002048.txt,1,1,1,1,0
002049.txt,1,0,1,0,0
002050.txt,1,1,1,0,1
002051.txt,1,0,0,0,0
002052.txt,1,0,0,0,0
002053.txt,1,0,0,0,0
002054.txt,1,1,0,0,0
002055.txt,0,0,0,0,0
002056.txt,1,0,0,0,0
002057.txt,1,1,0,0,0
002058.txt,0,0,1,1,0
002059.txt,0,0,1,1,0
002060.txt,1,1,0,0,0
002061.txt,1,0,0,0,0
002062.txt,1,1,0,0,0
002063.txt,0,0,1,1,1
002064.txt,1,1,0,0,0
002065.txt,0,0,1,0,0
002066.txt,0,0,0,0,0
002067.txt,1,1,0,0,0
002068.txt,1,1,0,0,0
002069.txt,1,0,0,0,0
002070.txt,1,0,0,0,0
002071.txt,1,1,1,1,1
002072.txt,1,1,0,0,0
002073.txt,1,0,1,1,1
002074.txt,1,0,0,0,0
002075.txt,0,0,1,0,0
002076.txt,1,0,1,0,0
002077.txt,1,1,0,0,1
002078.txt,1,1,0,0,0
002079.txt,1,1,0,0,0
002080.txt,1,1,1,0,1
002081.txt,1,1,0,0,0
002082.txt,1,1,0,0,1
002083.txt,1,0,0,0,0
002084.txt,1,0,1,0,0
002085.txt,1,1,0,0,1
002086.txt,1,1,0,0,0
002087.txt,1,0,0,0,0
002088.txt,1,1,1,0,0
002089.txt,1,1,0,0,0
002090.txt,1,0,0,0,0
002091.txt,1,1,1,1,0
002092.txt,1,0,1,0,0
002093.txt,1,1,0,0,0
002094.txt,1,0,1,0,0
002095.txt,1,0,1,1,1
002096.txt,1,1,1,0,0
002097.txt,1,0,0,0,0
002098.txt,1,1,0,0,0
002099.txt,1,0,0,0,0
002100.txt,1,0,0,0,0
002101.txt,1,1,1,1,0
002102.txt,1,1,0,0,0
002103.txt,1,1,0,0,0
002104.txt,1,0,0,0,0
002105.txt,1,0,0,0,0
002106.txt,1,1,0,0,1
002107.txt,1,1,0,0,1
002108.txt,0,0,1,1,0
002109.txt,1,1,0,0,0
002110.txt,1,0,1,1,0
002111.txt,1,0,0,0,0
002112.txt,1,1,1,0,0
002113.txt,1,0,0,0,0
002114.txt,1,1,1,1,0
002115.txt,1,0,0,0,0
002116.txt,1,0,0,0,0
002117.txt,0,0,1,1,0
002118.txt,1,0,0,0,0
002119.txt,1,1,0,0,0
002120.txt,1,1,0,0,0
002121.txt,1,0,0,0,0
002122.txt,1,1,0,0,0
002123.txt,1,1,0,0,0
002124.txt,1,0,1,1,0
002125.txt,1,0,0,0,0
002126.txt,1,0,0,0,0
002127.txt,1,1,0,0,0
002128.txt,1,1,1,0,0
002129.txt,1,0,0,0,0
002130.txt,1,1,0,0,0
002131.txt,1,0,0,0,0
002132.txt,1,0,0,0,0
002133.txt,0,0,1,1,0
002134.txt,1,1,0,0,1
002135.txt,1,1,0,0,1
002136.txt,1,1,0,0,0
002137.txt,1,1,0,0,0
002138.txt,1,1,0,0,0
002139.txt,1,1,0,0,0
002140.txt,1,0,0,0,0
002141.txt,1,0,0,0,0
002142.txt,1,1,0,0,1
002143.txt,1,1,0,0,0
002144.txt,0,0,1,1,0
002145.txt,1,1,0,0,0
002146.txt,1,0,0,0,0
002147.txt,1,1,1,0,0
002148.txt,1,0,0,0,0
002149.txt,0,0,1,1,0
002150.txt,1,1,0,0,0
002151.txt,1,1,0,0,0
002152.txt,1,1,0,0,0
002153.txt,1,1,0,0,0
002154.txt,0,0,0,0,0
002155.txt,1,1,0,0,0
002156.txt,0,0,1,1,1
002157.txt,1,1,1,0,0
002158.txt,1,1,0,0,0
002159.txt,0,0,1,1,0
002160.txt,1,1,1,1,1
002161.txt,1,1,1,0,0
002162.txt,1,0,0,0,0
002163.txt,1,0,0,0,0
002164.txt,1,0,1,1,0
002165.txt,1,0,0,0,0
002166.txt,1,0,0,0,0
002167.txt,1,1,1,0,0
002168.txt,1,1,0,0,0
002169.txt,1,1,0,0,0
002170.txt,1,0,0,0,0
002171.txt,1,0,1,0,0
002172.txt,1,1,0,0,0
002173.txt,1,1,0,0,0
002174.txt,1,0,0,0,0
002175.txt,1,0,1,1,1
002176.txt,1,1,1,1,0
002177.txt,1,1,0,0,1
002178.txt,0,0,1,1,0
002179.txt,1,0,0,0,0
002180.txt,0,0,1,1,0
002181.txt,1,1,1,0,1
002182.txt,1,1,0,0,0
002183.txt,1,1,0,0,0
002184.txt,0,0,0,0,0
002185.txt,1,1,0,0,1
002186.txt,1,0,0,0,0
002187.txt,1,1,0,0,1
002188.txt,1,0,0,0,0
002189.txt,0,0,1,1,0
002190.txt,0,0,0,0,0
002191.txt,1,1,0,0,0
002192.txt,1,0,0,0,0
002193.txt,1,1,0,0,0
002194.txt,1,1,1,0,1
002195.txt,1,0,0,0,0
002196.txt,1,0,0,0,0
002197.txt,1,0,0,0,0
002198.txt,1,0,0,0,0
002199.txt,1,1,1,0,0
002200.txt,1,0,1,0,0
002201.txt,1,1,0,0,0
002202.txt,1,0,0,0,0
002203.txt,1,0,0,0,0
002204.txt,0,0,0,0,0
002205.txt,1,1,0,0,0
002206.txt,1,0,1,1,1
002207.txt,1,0,0,0,0
002208.txt,1,0,0,0,0
002209.txt,1,1,0,0,0
002210.txt,1,0,1,0,0
002211.txt,1,0,1,1,0
002212.txt,1,1,0,0,0
002213.txt,1,0,0,0,0
002214.txt,1,1,0,0,0
002215.txt,1,1,0,0,0
002216.txt,1,1,1,1,1
002217.txt,1,0,0,0,0
002218.txt,1,1,0,0,0
002219.txt,1,1,0,0,1
002220.txt,0,0,0,0,0
002221.txt,1,1,0,0,0
002222.txt,0,0,0,0,0
002223.txt,1,0,0,0,0
002224.txt,1,0,0,0,0
002225.txt,1,1,0,0,1
002226.txt,0,0,1,1,0
002227.txt,1,0,1,0,0
002228.txt,1,0,0,0,0
002229.txt,1,0,0,0,0
002230.txt,1,1,0,0,0
002231.txt,1,0,0,0,0
002232.txt,1,1,1,0,0
002233.txt,1,0,1,0,0
002234.txt,1,1,0,0,0
002235.txt,1,0,0,0,0
002236.txt,1,0,0,0,0
002237.txt,1,1,0,0,0
002238.txt,0,0,0,0,0
002239.txt,1,0,0,0,0
002240.txt,1,1,0,0,0
002241.txt,1,0,0,0,0
002242.txt,1,0,0,0,0
002243.txt,1,1,0,0,0
002244.txt,0,0,0,0,0
002245.txt,1,0,0,0,0
002246.txt,1,0,0,0,0
002247.txt,0,0,1,1,0
002248.txt,1,0,0,0,0
002249.txt,0,0,1,1,0
002250.txt,1,1,0,0,0
002251.txt,1,1,0,0,0
002252.txt,1,0,0,0,0
002253.txt,1,0,0,0,0
002254.txt,1,1,0,0,0
002255.txt,1,1,0,0,0
002256.txt,1,1,0,0,0
002257.txt,1,1,1,0,1
002258.txt,1,0,0,0,0
002259.txt,1,1,0,0,0
002260.txt,1,0,0,0,0
002261.txt,1,0,0,0,0
002262.txt,1,1,0,0,0
002263.txt,1,1,0,0,1
002264.txt,1,0,1,0,0
002265.txt,0,0,0,0,0
002266.txt,1,1,1,0,0
002267.txt,0,0,1,1,0
002268.txt,1,0,0,0,0
002269.txt,1,1,1,0,0
002270.txt,1,1,0,0,0
002271.txt,0,0,1,1,0
002272.txt,1,1,0,0,0
002273.txt,1,0,0,0,0
002274.txt,1,1,0,0,0
002275.txt,1,1,1,1,0
002276.txt,1,0,0,0,0
002277.txt,1,1,0,0,0
002278.txt,1,0,0,0,0
002279.txt,0,0,1,1,0
002280.txt,1,0,0,0,0
002281.txt,1,1,0,0,0
002282.txt,0,0,1,1,1
002283.txt,1,0,1,0,0
002284.txt,1,0,0,0,0
002285.txt,1,0,1,0,0
002286.txt,1,0,0,0,0
002287.txt,0,0,1,1,0
002288.txt,1,0,1,1,0
002289.txt,0,0,1,1,1
002290.txt,1,1,0,0,0
002291.txt,1,0,0,0,0
002292.txt,1,0,0,0,0
002293.txt,1,1,0,0,0
002294.txt,1,1,1,1,0
002295.txt,1,1,0,0,1
002296.txt,1,0,1,0,0
002297.txt,1,0,0,0,0
002298.txt,1,0,0,0,0
002299.txt,0,0,1,1,0
002300.txt,1,0,0,0,0
002301.txt,1,0,1,0,0
002302.txt,1,1,0,0,0
002303.txt,1,1,0,0,0
002304.txt,1,0,0,0,0
002305.txt,1,0,0,0,0
002306.txt,1,1,0,0,0
002307.txt,1,0,1,0,0
002308.txt,1,0,1,0,0
002309.txt,1,0,1,1,0
002310.txt,0,0,1,1,0
002311.txt,1,0,0,0,0
002312.txt,1,0,0,0,0
002313.txt,1,1,0,0,0
002314.txt,1,1,0,0,0
002315.txt,1,0,1,1,1
002316.txt,1,0,0,0,0
002317.txt,1,1,1,0,1
002318.txt,1,1,0,0,1
002319.txt,1,0,0,0,0
002320.txt,1,0,0,0,0
002321.txt,1,0,0,0,0
002322.txt,1,1,1,0,0
002323.txt,1,0,0,0,0
002324.txt,0,0,1,1,0
002325.txt,1,0,0,0,0
002326.txt,1,0,0,0,0
002327.txt,1,0,1,0,0
002328.txt,1,1,0,0,0
002329.txt,0,0,0,0,0
002330.txt,1,0,0,0,0
002331.txt,1,0,0,0,0
002332.txt,1,1,0,0,0
002333.txt,1,1,0,0,0
002334.txt,0,0,1,1,0
002335.txt,1,0,0,0,0
002336.txt,0,0,0,0,0
002337.txt,1,0,0,0,0
002338.txt,1,1,0,0,1
002339.txt,1,0,1,1,0
002340.txt,1,1,0,0,1
002341.txt,1,0,0,0,0
002342.txt,0,0,1,1,0
002343.txt,0,0,0,0,0
002344.txt,1,1,0,0,1
002345.txt,1,1,1,0,0
002346.txt,1,0,0,0,0
002347.txt,1,0,0,0,0
002348.txt,1,1,1,1,0
002349.txt,1,1,0,0,1
002350.txt,1,1,0,0,0
002351.txt,0,0,1,0,0
002352.txt,1,0,0,0,0
002353.txt,1,0,0,0,0
002354.txt,0,0,0,0,0
002355.txt,1,0,0,0,0
002356.txt,1,0,0,0,0
002357.txt,1,1,1,0,1
002358.txt,1,0,0,0,0
002359.txt,1,1,0,0,0
002360.txt,0,0,1,1,0
002361.txt,1,1,0,0,0
002362.txt,1,0,1,1,1
002363.txt,1,0,0,0,0
002364.txt,1,0,0,0,0
002365.txt,1,1,0,0,0
002366.txt,1,0,0,0,0
002367.txt,1,1,1,0,0
002368.txt,1,1,0,0,0
002369.txt,0,0,1,0,0
002370.txt,1,0,0,0,0
002371.txt,1,0,0,0,0
002372.txt,1,1,0,0,0
002373.txt,1,1,0,0,0
002374.txt,1,0,0,0,0
002375.txt,1,1,1,1,1
002376.txt,1,1,0,0,0
002377.txt,1,0,0,0,0
002378.txt,1,1,0,0,0
002379.txt,0,0,1,1,0
002380.txt,1,1,0,0,1
002381.txt,1,1,0,0,0
002382.txt,1,1,0,0,0
002383.txt,1,1,0,0,0
002384.txt,1,1,1,0,0
002385.txt,1,1,0,0,0
002386.txt,0,0,1,1,1
002387.txt,1,1,0,0,0
002388.txt,1,0,1,0,0
002389.txt,1,1,0,0,1
002390.txt,1,0,0,0,0
002391.txt,1,0,1,0,0
002392.txt,1,1,0,0,0
002393.txt,1,1,1,1,1
002394.txt,1,0,0,0,0
002395.txt,1,1,0,0,0
002396.txt,1,1,0,0,0
002397.txt,1,1,0,0,0
002398.txt,1,1,0,0,1
002399.txt,1,1,0,0,1
002400.txt,1,0,1,0,0
002401.txt,1,1,0,0,0
002402.txt,0,0,1,1,0
002403.txt,0,0,1,1,0
002404.txt,1,0,1,0,0
002405.txt,1,1,1,1,1
002406.txt,1,1,0,0,0
002407.txt,1,1,0,0,1
002408.txt,0,0,1,1,0
002409.txt,1,0,0,0,0
002410.txt,0,0,1,1,1
002411.txt,1,0,0,0,0
002412.txt,1,0,0,0,0
002413.txt,1,1,0,0,1
002414.txt,1,1,0,0,1
002415.txt,1,1,0,0,0
002416.txt,1,1,1,0,0
002417.txt,0,0,0,0,0
002418.txt,1,0,1,1,0
002419.txt,1,1,0,0,1
002420.txt,1,0,1,0,0
002421.txt,1,0,0,0,0
002422.txt,1,1,1,0,0
002423.txt,1,1,0,0,0
002424.txt,0,0,1,1,0
002425.txt,1,0,0,0,0
002426.txt,1,0,0,0,0
002427.txt,1,0,0,0,0
002428.txt,1,0,0,0,0
002429.txt,1,1,0,0,0
002430.txt,1,0,0,0,0
002431.txt,1,0,0,0,0
002432.txt,1,0,0,0,0
002433.txt,1,1,0,0,0
002434.txt,1,0,0,0,0
002435.txt,1,1,1,1,1
002436.txt,1,0,0,0,0
002437.txt,1,1,0,0,0
002438.txt,1,1,0,0,0
002439.txt,1,1,0,0,0
002440.txt,0,0,1,1,1
002441.txt,1,1,0,0,0
002442.txt,1,1,0,0,0
002443.txt,1,1,0,0,0
002444.txt,1,1,1,0,0
002445.txt,1,1,0,0,0
002446.txt,1,1,0,0,0
002447.txt,0,0,0,0,0
002448.txt,1,1,0,0,0
002449.txt,1,0,0,0,0
002450.txt,1,1,0,0,1
002451.txt,1,0,0,0,0
002452.txt,1,1,0,0,0
002453.txt,1,0,0,0,0
002454.txt,1,1,0,0,1
002455.txt,1,1,0,0,0
002456.txt,0,0,1,1,0
002457.txt,0,0,1,0,0
002458.txt,0,0,0,0,0
002459.txt,1,1,0,0,0
002460.txt,1,0,1,1,0
002461.txt,1,1,0,0,0
002462.txt,1,1,0,0,1
002463.txt,1,0,0,0,0
002464.txt,1,1,0,0,0
002465.txt,1,1,1,1,1
002466.txt,0,0,0,0,0
002467.txt,1,0,0,0,0
002468.txt,1,1,0,0,0
002469.txt,0,0,0,0,0
002470.txt,1,0,0,0,0
002471.txt,1,1,1,1,1
002472.txt,1,0,0,0,0
002473.txt,1,0,0,0,0
002474.txt,1,1,0,0,0
002475.txt,0,0,0,0,0
002476.txt,1,1,1,0,0
002477.txt,1,0,1,1,1
002478.txt,0,0,1,1,0
002479.txt,1,1,0,0,0
002480.txt,0,0,1,1,0
002481.txt,1,0,0,0,0
002482.txt,1,0,0,0,0
002483.txt,1,0,0,0,0
002484.txt,1,1,0,0,0
002485.txt,0,0,1,1,0
002486.txt,1,1,0,0,0
002487.txt,1,0,1,1,1
002488.txt,1,1,1,0,0
002489.txt,1,1,0,0,0
002490.txt,1,1,0,0,0
002491.txt,1,0,0,0,0
002492.txt,1,0,0,0,0
002493.txt,0,0,1,1,0
002494.txt,1,1,1,0,0
002495.txt,1,1,0,0,0
002496.txt,0,0,1,1,0
002497.txt,1,1,1,0,0
002498.txt,0,0,0,0,0
002499.txt,0,0,0,0,0
002500.txt,1,0,0,0,0
002501.txt,1,0,1,0,0
002502.txt,1,1,1,1,0
002503.txt,1,1,0,0,1
002504.txt,0,0,0,0,0
002505.txt,1,1,1,1,0
002506.txt,1,1,0,0,0
002507.txt,0,0,1,1,0
002508.txt,1,1,1,1,1
002509.txt,1,1,0,0,0
002510.txt,1,1,1,1,1
002511.txt,1,1,0,0,0
002512.txt,1,0,1,0,0
002513.txt,1,0,0,0,0
002514.txt,1,1,1,0,0
002515.txt,1,1,0,0,0
002516.txt,1,0,0,0,0
002517.txt,1,1,1,1,1
002518.txt,1,0,0,0,0
002519.txt,1,1,0,0,0
002520.txt,1,1,0,0,0
002521.txt,1,0,0,0,0
002522.txt,1,0,0,0,0
002523.txt,1,0,0,0,0
002524.txt,1,0,1,0,0
002525.txt,1,0,0,0,0
002526.txt,0,0,1,1,1
002527.txt,1,1,0,0,0
002528.txt,1,1,0,0,0
002529.txt,0,0,1,1,0
002530.txt,1,1,0,0,0
002531.txt,1,0,1,0,0
002532.txt,1,0,0,0,0
002533.txt,1,0,0,0,0
002534.txt,1,0,0,0,0
002535.txt,1,0,1,0,0
002536.txt,0,0,1,1,0
002537.txt,1,0,0,0,0
002538.txt,1,0,1,0,0
002539.txt,1,1,0,0,0
002540.txt,1,1,0,0,0
002541.txt,1,1,1,0,0
002542.txt,1,1,0,0,0
002543.txt,1,0,0,0,0
002544.txt,1,1,0,0,0
002545.txt,1,1,0,0,0
002546.txt,1,1,1,0,0
002547.txt,1,0,0,0,0
002548.txt,1,0,1,1,1
002549.txt,1,1,1,1,1
002550.txt,1,1,0,0,0
002551.txt,1,0,1,1,0
002552.txt,1,0,0,0,0
002553.txt,1,1,0,0,0
002554.txt,0,0,1,1,0
002555.txt,1,1,0,0,1
002556.txt,1,0,0,0,0
002557.txt,0,0,1,1,0
002558.txt,1,1,0,0,1
002559.txt,1,1,0,0,0
002560.txt,0,0,1,0,0
002561.txt,1,1,0,0,0
002562.txt,1,0,0,0,0
002563.txt,1,0,0,0,0
002564.txt,1,0,1,0,0
002565.txt,0,0,1,1,1
002566.txt,1,1,0,0,0
002567.txt,1,1,0,0,0
002568.txt,0,0,1,0,0
002569.txt,1,0,1,0,0
002570.txt,1,1,0,0,0
002571.txt,1,0,1,1,0
002572.txt,1,1,0,0,0
002573.txt,1,1,0,0,0
002574.txt,0,0,1,0,0
002575.txt,1,1,0,0,0
002576.txt,1,0,0,0,0
002577.txt,1,0,0,0,0
002578.txt,1,0,0,0,0
002579.txt,1,0,0,0,0
002580.txt,1,1,0,0,0
002581.txt,1,0,0,0,0
002582.txt,1,1,0,0,0
002583.txt,1,0,1,1,1
002584.txt,1,1,0,0,0
002585.txt,1,1,1,0,0
002586.txt,1,0,1,0,0
002587.txt,1,0,0,0,0
002588.txt,1,1,0,0,0
002589.txt,1,1,0,0,0
002590.txt,1,1,0,0,0
002591.txt,1,1,0,0,0
002592.txt,1,1,0,0,0
002593.txt,1,0,0,0,0
002594.txt,1,1,0,0,0
002595.txt,1,1,1,0,0
002596.txt,0,0,0,0,0
002597.txt,1,1,0,0,0
002598.txt,1,0,1,0,0
002599.txt,1,1,0,0,0
002600.txt,1,0,0,0,0
002601.txt,1,0,1,0,0
002602.txt,1,0,0,0,0
002603.txt,1,0,0,0,0
002604.txt,1,1,0,0,0
002605.txt,0,0,1,1,1
002606.txt,1,1,0,0,0
002607.txt,1,0,0,0,0
002608.txt,1,0,0,0,0
002609.txt,1,0,1,1,1
